"Adresse : Ville","COLL_INSEE","ACCESSIBILITE _COMPTEUR","EMPLACEMENT_TYPE","FERMETURE_COMPTEUR","FERMETURE_DATE","TOURNEE_CODE","ANNEE_COMPTEUR","MARQUE_COMPTEUR","DIAMETRE_COMPTEUR","TYPE_COMPTEUR","POSE_DATE","Radio relève","ANCIEN_RELEVE_DATE","ANCIEN_INDEX","NOUVEAU_RELEVE-DATE","NOUVEAU_RELEVE","RELEVE_TYPE","CONSOMMATION","RELEVE_N-1_DATE","RELEVE_N-1","RELEVE_N-1_TYPE","CONSOMMATION","RELEVE_N-2_DATE","RELEVE_N-2","RELEVE_N-2_TYPE","CONSOMMATION","RELEVE_N-3_DATE","RELEVE_N-3","RELEVE_N-3_TYPE","CONSOMMATION_N-3","RELEVE_N-4_DATE","RELEVE_N-4","RELEVE_N-4_TYPE","CONSOMMATION_N-4","RELEVE_N-5_DATE","RELEVE_N-5","RELEVE_N-5_TYPE","CONSOMMATION_N-5","CONTRAT_ACTIF","OUVERTURE_CONTRAT_DATE","CLOTURE_CONTRAT_DATE"
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2008,"Sappel",15,"V3/V4 Tot Indu",29/02/2008,"Oui",18/09/2018,617,12/03/2019,649,"R",32,18/09/2018,617,"R",39,13/03/2018,578,"R",36,08/09/2017,542,"R",44,20/03/2017,498,"R",32,12/09/2016,466,"R",29,"Oui",12/12/2011,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2014,"Sappel",15,"Altair",15/01/2015,"Oui",24/09/2018,78,20/03/2019,88,"R",10,24/09/2018,78,"R",10,19/03/2018,68,"R",9,21/09/2017,59,"R",10,28/03/2017,49,"R",10,21/09/2016,39,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2016,"Sappel",15,"Altair",10/03/2017,"Oui",02/05/2018,40,06/11/2018,59,"R",19,02/05/2018,40,"R",19,02/11/2017,21,"R",15,05/05/2017,6,"R",6,10/03/2017,0,"R",0,10/03/2017,590,"R",10,"Oui",19/04/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2017,"Sappel",15,"Altair",25/04/2018,"Oui",25/04/2018,0,24/10/2018,30,"R",30,25/04/2018,0,"R",0,25/04/2018,190,"R",0,24/04/2018,190,"R",29,25/10/2017,161,"R",32,03/05/2017,129,"R",30,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2012,"Sappel",15,"Altair",23/10/2013,"Oui",20/04/2018,77,26/10/2018,85,"R",8,20/04/2018,77,"R",0,24/10/2017,77,"R",22,26/04/2017,55,"R",0,17/01/2017,55,"R",0,17/10/2016,55,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2016,"Sappel",15,"Altair",15/06/2017,"Oui",17/05/2018,103,20/11/2018,154,"R",51,17/05/2018,103,"R",62,09/11/2017,41,"R",41,15/06/2017,0,"R",0,15/06/2017,274,"R",8,16/05/2017,266,"R",54,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,65,2016,"Sappel",15,"Altair",27/05/2016,"Oui",25/04/2018,133,30/10/2018,160,"R",27,25/04/2018,133,"R",30,27/10/2017,103,"R",26,02/05/2017,77,"R",47,19/10/2016,30,"R",30,27/05/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,65,2014,"Sappel",15,"Altair",19/06/2014,"Oui",24/04/2018,160,24/10/2018,184,"R",24,24/04/2018,160,"R",15,25/10/2017,145,"R",19,27/04/2017,126,"R",15,17/10/2016,111,"R",15,11/04/2016,96,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2013,"Sappel",15,"Altair",09/04/2014,"Oui",21/08/2018,737,19/02/2019,827,"R",90,21/08/2018,737,"R",85,19/02/2018,652,"R",98,17/08/2017,554,"R",88,15/02/2017,466,"R",91,23/08/2016,375,"R",57,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2008,"Sappel",15,"Altair",05/03/2008,"Oui",18/09/2018,1647,11/03/2019,1706,"R",59,18/09/2018,1647,"R",68,09/03/2018,1579,"R",2,06/02/2018,1577,"U",1,22/01/2018,1576,"U",65,07/09/2017,1511,"R",107,"Oui",06/02/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2015,"Sappel",15,"Altair",30/10/2015,"Oui",16/10/2018,178,04/12/2018,184,"U",6,16/10/2018,178,"R",27,13/04/2018,151,"R",25,18/10/2017,126,"R",28,21/04/2017,98,"R",26,10/10/2016,72,"R",32,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2011,"Sappel",15,"Altair V4",01/08/2011,"Oui",13/04/2018,567,16/10/2018,593,"R",26,13/04/2018,567,"R",28,18/10/2017,539,"R",26,21/04/2017,513,"R",32,10/10/2016,481,"R",25,26/04/2016,456,"R",38,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2008,"Sappel",15,"Altair",28/02/2008,"Oui",13/04/2018,288,16/10/2018,295,"R",7,13/04/2018,288,"R",8,18/10/2017,280,"R",11,21/04/2017,269,"R",11,10/10/2016,258,"R",7,26/04/2016,251,"R",15,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2011,"Sappel",15,"Altair",02/01/2012,"Oui",17/04/2018,254,17/10/2018,267,"R",13,17/04/2018,254,"R",15,19/10/2017,239,"R",21,21/04/2017,218,"R",18,13/10/2016,200,"R",20,28/04/2016,180,"R",32,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","JARDIN","Non",,65,2013,"Sappel",15,"Altair",22/05/2013,"Oui",23/04/2018,710,31/10/2018,788,"R",78,23/04/2018,710,"R",66,27/10/2017,644,"R",80,03/05/2017,564,"R",77,25/10/2016,487,"R",76,14/04/2016,411,"R",66,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2014,"Sappel",15,"Altair",26/02/2015,"Oui",17/05/2018,457,16/11/2018,539,"R",82,17/05/2018,457,"R",85,09/11/2017,372,"R",86,11/05/2017,286,"R",67,09/11/2016,219,"R",72,10/05/2016,147,"R",62,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2015,"Sappel",15,"Altair",29/01/2016,"Oui",17/05/2018,235,13/11/2018,295,"R",60,17/05/2018,235,"R",61,08/11/2017,174,"R",60,11/05/2017,114,"R",47,09/11/2016,67,"R",42,09/05/2016,25,"R",25,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2014,"Sappel",15,"Altair",26/03/2015,"Oui",17/05/2018,63,16/11/2018,70,"R",7,17/05/2018,63,"R",7,09/11/2017,56,"R",11,11/05/2017,45,"R",7,08/11/2016,38,"R",12,09/05/2016,26,"R",12,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2016,"Sappel",15,"Altair",22/01/2016,"Oui",15/05/2018,205,08/11/2018,263,"R",58,15/05/2018,205,"R",35,07/11/2017,170,"R",43,11/05/2017,127,"R",25,08/11/2016,102,"R",77,29/04/2016,25,"R",25,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,75,2014,"Sappel",15,"Altair",08/06/2015,"Oui",16/05/2018,69,09/11/2018,77,"R",8,16/05/2018,69,"R",11,08/11/2017,58,"R",11,11/05/2017,47,"R",12,08/11/2016,35,"R",9,10/05/2016,26,"R",11,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2015,"Sappel",15,"Altair",20/01/2016,"Oui",29/05/2018,137,12/11/2018,160,"R",23,29/05/2018,137,"R",25,18/05/2018,112,"R",0,08/11/2017,112,"R",30,11/05/2017,82,"R",59,08/11/2016,23,"R",-3,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2018,"Sappel",15,"Altair",10/10/2018,"Oui",10/10/2018,0,08/11/2018,4,"R",4,10/10/2018,0,"R",0,10/10/2018,421,"R",6,04/05/2018,415,"R",4,08/11/2017,411,"R",7,11/05/2017,404,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2018,"Sappel",15,"Altair",10/10/2018,"Oui",10/10/2018,0,08/11/2018,0,"R",0,10/10/2018,0,"R",0,10/10/2018,214,"R",18,04/05/2018,196,"R",2,08/11/2017,194,"R",22,11/05/2017,172,"R",2,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2007,"Actaris",15,"Aquadis+",05/10/2007,,17/05/2018,853,21/11/2018,919,"R",66,17/05/2018,853,"R",34,10/11/2017,819,"R",29,15/05/2017,790,"R",33,10/11/2016,757,"R",44,09/05/2016,713,"R",54,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,75,2015,"Sappel",15,"Altair",27/11/2015,"Oui",17/05/2018,283,20/11/2018,366,"R",83,17/05/2018,283,"R",91,10/11/2017,192,"R",66,11/05/2017,126,"R",51,08/11/2016,75,"R",39,09/05/2016,36,"R",36,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2012,"Sappel",15,"Altair",08/02/2013,"Oui",09/04/2018,181,02/10/2018,181,"R",0,09/04/2018,181,"R",1,09/10/2017,180,"R",1,06/04/2017,179,"R",4,03/10/2016,175,"R",55,26/04/2016,120,"R",38,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2015,"Sappel",15,"Altair",05/05/2015,"Oui",24/08/2018,99,22/02/2019,110,"R",11,24/08/2018,99,"R",13,22/02/2018,86,"R",12,29/08/2017,74,"R",14,28/02/2017,60,"R",12,26/09/2016,48,"R",2,"Oui",26/10/2011,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,20,2010,"Sappel",15,"Altair V4",01/06/2011,"Oui",31/08/2018,128,27/02/2019,128,"R",0,31/08/2018,128,"R",0,27/02/2018,128,"R",0,30/08/2017,128,"R",0,06/03/2017,128,"R",0,06/09/2016,128,"R",0,,02/09/2009,01/04/2013
"DIGNE LES BAINS","04070","Non",,"Non",,50,2016,"Sappel",15,"Altair",04/05/2016,"Oui",30/03/2018,64,01/10/2018,89,"R",25,30/03/2018,64,"R",30,29/09/2017,34,"R",27,05/04/2017,7,"R",7,25/01/2017,0,"R",0,28/09/2016,0,"R",0,"Oui",25/01/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2014,"Sappel",15,"Altair",01/08/2014,"Oui",14/05/2018,199,08/11/2018,213,"R",14,14/05/2018,199,"R",15,07/11/2017,184,"R",25,10/05/2017,159,"R",35,14/11/2016,124,"R",30,02/05/2016,94,"R",27,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,70,2016,"Sappel",15,"Altair",23/11/2016,"Oui",27/04/2018,195,06/11/2018,268,"R",73,27/04/2018,195,"R",64,03/11/2017,131,"R",69,09/05/2017,62,"R",62,23/11/2016,0,"R",0,23/11/2016,1552,"R",7,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2014,"Sappel",15,"Altair",11/10/2014,"Oui",22/08/2018,756,20/02/2019,856,"R",100,22/08/2018,756,"R",95,21/02/2018,661,"R",101,21/08/2017,560,"R",103,15/02/2017,457,"R",92,23/08/2016,365,"R",75,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2012,"Sappel",15,"Altair",14/08/2012,"Oui",23/08/2018,5581,20/02/2019,5830,"R",249,23/08/2018,5581,"R",366,19/02/2018,5215,"R",59,22/08/2017,5156,"R",671,21/02/2017,4485,"R",431,22/08/2016,4054,"R",901,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","JARDIN","Non",,30,2012,"Sappel",15,"Altair",30/07/2013,"Oui",12/09/2018,1424,08/03/2019,1507,"R",83,12/09/2018,1424,"R",160,14/03/2018,1264,"R",67,12/09/2017,1197,"R",203,10/03/2017,994,"R",72,14/09/2016,922,"R",225,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2016,"Sappel",15,"Altair",17/10/2016,"Oui",24/09/2018,146,18/03/2019,178,"R",32,24/09/2018,146,"R",48,19/03/2018,98,"R",33,21/09/2017,65,"R",36,29/03/2017,29,"R",29,17/10/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,10,2010,"Sappel",15,"Altair",25/01/2011,"Oui",24/08/2018,555,20/02/2019,572,"R",17,24/08/2018,555,"R",17,20/02/2018,538,"R",14,22/08/2017,524,"R",11,28/02/2017,513,"R",26,24/08/2016,487,"R",36,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2014,"Sappel",15,"Altair",27/03/2015,"Oui",17/05/2018,509,16/11/2018,567,"R",58,17/05/2018,509,"R",70,09/11/2017,439,"R",63,11/05/2017,376,"R",73,09/11/2016,303,"R",72,09/05/2016,231,"R",67,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2014,"Sappel",15,"Altair",22/12/2014,"Oui",03/09/2018,516,01/03/2019,592,"R",76,03/09/2018,516,"R",69,28/02/2018,447,"R",75,31/08/2017,372,"R",65,06/03/2017,307,"R",64,05/09/2016,243,"R",84,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2016,"Sappel",15,"Altair",22/01/2016,"Oui",15/05/2018,470,08/11/2018,556,"R",86,15/05/2018,470,"R",93,07/11/2017,377,"R",114,11/05/2017,263,"R",98,08/11/2016,165,"R",108,29/04/2016,57,"R",57,"Oui",24/04/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2017,"Sappel",20,"Altair",11/07/2017,"Oui",20/09/2018,361,13/03/2019,504,"R",143,20/09/2018,361,"R",170,15/03/2018,191,"R",177,13/09/2017,14,"R",14,11/07/2017,0,"R",0,11/07/2017,1751,"R",131,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2017,"Sappel",15,"Altair",24/10/2017,"Oui",24/08/2018,23,22/02/2019,38,"R",15,24/08/2018,23,"R",12,21/02/2018,11,"R",11,24/10/2017,0,"R",0,24/10/2017,235,"R",1,28/08/2017,234,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2011,"Sappel",15,"Altair",10/02/2012,"Oui",24/08/2018,217,22/02/2019,228,"R",11,24/08/2018,217,"R",13,21/02/2018,204,"R",11,28/08/2017,193,"R",12,03/03/2017,181,"R",15,29/08/2016,166,"R",11,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2016,"Sappel",15,"Altair",04/07/2016,"Oui",24/08/2018,149,22/02/2019,178,"R",29,24/08/2018,149,"R",34,22/02/2018,115,"R",37,25/08/2017,78,"R",33,02/03/2017,45,"R",34,31/08/2016,11,"R",11,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Oui",01/09/2009,20,1996,"Kent",15,"PSM-T",17/09/1996,,04/09/2018,262,28/02/2019,262,"R",0,04/09/2018,262,"R",0,27/02/2018,262,"R",0,30/08/2017,262,"R",0,06/03/2017,262,"R",0,02/09/2016,262,"R",0,,02/09/2009,03/09/2009
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2014,"Sappel",30,"Altair",08/08/2014,"Oui",04/09/2018,1396,01/03/2019,1541,"R",145,04/09/2018,1396,"R",155,01/03/2018,1241,"R",174,31/08/2017,1067,"R",160,06/03/2017,907,"R",203,05/09/2016,704,"R",146,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2014,"Sappel",15,"Altair",31/01/2014,"Oui",10/04/2018,57,09/10/2018,63,"R",6,10/04/2018,57,"R",7,12/10/2017,50,"R",6,12/04/2017,44,"R",8,06/10/2016,36,"R",6,24/03/2016,30,"R",8,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2017,"Sappel",15,"Altair",01/02/2018,"Oui",12/04/2018,13,11/10/2018,52,"R",39,12/04/2018,13,"R",13,01/02/2018,0,"R",0,01/02/2018,820,"R",10,11/10/2017,810,"R",0,10/10/2017,810,"R",24,"Oui",12/12/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2012,"Sappel",15,"Altair",11/09/2012,"Oui",09/07/2018,677,13/11/2018,723,"R",46,09/07/2018,677,"R",23,16/05/2018,654,"R",63,09/11/2017,591,"R",73,10/05/2017,518,"R",64,07/11/2016,454,"R",73,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2012,"Sappel",15,"Altair",19/03/2012,"Oui",30/08/2018,593,28/02/2019,639,"R",46,30/08/2018,593,"R",39,28/02/2018,554,"R",40,31/08/2017,514,"R",42,07/03/2017,472,"R",41,02/09/2016,431,"R",30,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2006,"Actaris",15,"Aquadis+",22/09/2006,,18/05/2018,939,20/11/2018,980,"R",41,18/05/2018,939,"R",34,13/11/2017,905,"R",45,16/05/2017,860,"R",42,10/11/2016,818,"R",46,10/05/2016,772,"R",41,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2006,"Actaris",15,"Aquadis+",28/09/2006,,17/05/2018,1538,21/11/2018,1609,"R",71,17/05/2018,1538,"R",68,10/11/2017,1470,"R",62,15/05/2017,1408,"R",66,10/11/2016,1342,"R",72,09/05/2016,1270,"R",77,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,75,2017,"Sappel",15,"Altair",14/11/2017,"Oui",17/05/2018,38,14/11/2018,75,"R",37,17/05/2018,38,"R",38,14/11/2017,0,"R",0,14/11/2017,718,"R",1,10/11/2017,717,"R",33,15/05/2017,684,"R",35,"Oui",01/02/2012,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,75,2015,"Sappel",15,"Altair",23/06/2015,"Oui",16/05/2018,85,13/11/2018,104,"R",19,16/05/2018,85,"R",6,08/11/2017,79,"R",18,12/05/2017,61,"R",19,08/11/2016,42,"R",14,10/05/2016,28,"R",15,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,75,2015,"Sappel",15,"Altair",01/12/2015,"Oui",15/05/2018,252,20/11/2018,326,"R",74,15/05/2018,252,"R",68,09/11/2017,184,"R",50,12/05/2017,134,"R",46,08/11/2016,88,"R",49,04/05/2016,39,"R",39,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2014,"Sappel",15,"Altair",16/05/2014,"Oui",20/04/2018,844,29/10/2018,986,"R",142,20/04/2018,844,"R",106,25/10/2017,738,"R",102,27/04/2017,636,"R",107,24/10/2016,529,"R",132,13/04/2016,397,"R",121,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,65,2013,"Sappel",15,"Altair",25/07/2013,"Oui",25/04/2018,222,26/10/2018,246,"R",24,25/04/2018,222,"R",16,01/12/2017,206,"U",9,27/10/2017,197,"R",22,27/04/2017,175,"R",21,24/10/2016,154,"R",23,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,65,2014,"Sappel",15,"Altair",15/05/2014,"Oui",25/04/2018,717,30/10/2018,764,"R",47,25/04/2018,717,"R",47,30/10/2017,670,"R",87,03/05/2017,583,"R",56,16/11/2016,527,"U",11,20/10/2016,516,"R",280,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",03/03/2015,40,2012,"Sappel",15,"Altair",09/05/2012,"Oui",24/09/2018,0,19/03/2019,0,"R",0,24/09/2018,0,"R",0,19/03/2018,0,"R",0,20/09/2017,0,"R",0,29/03/2017,0,"R",0,20/09/2016,0,"R",0,,02/09/2009,03/09/2009
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2017,"Sappel",15,"Altair",30/03/2018,"Oui",28/02/2019,108,15/03/2019,128,"R",20,28/02/2019,108,"U",40,21/09/2018,68,"R",68,30/03/2018,0,"R",0,30/03/2018,693,"R",0,19/03/2018,693,"R",55,,02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,70,2013,"Sappel",15,"Altair",05/03/2014,"Oui",26/04/2018,277,05/11/2018,314,"R",37,26/04/2018,277,"R",36,02/11/2017,241,"R",35,04/05/2017,206,"R",38,28/10/2016,168,"R",49,12/02/2016,119,"R",34,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,10,2018,"Sappel",15,"Altair",29/10/2018,"Oui",29/10/2018,0,19/02/2019,55,"R",55,29/10/2018,0,"R",0,29/10/2018,4433,"R",32,28/08/2018,4401,"R",113,21/02/2018,4288,"R",75,22/08/2017,4213,"R",92,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2015,"Sappel",15,"Altair",10/07/2015,"Oui",21/08/2018,360,20/02/2019,403,"R",43,21/08/2018,360,"R",18,31/05/2018,342,"R",39,30/03/2018,303,"U",0,19/02/2018,303,"R",44,22/08/2017,259,"R",34,"Oui",01/04/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,1999,"Schlumberger",40,"Aquadis/Aquaco TS",18/06/2001,,21/08/2018,8,20/02/2019,8,"R",0,21/08/2018,8,"R",0,01/04/2018,8,"R",0,30/03/2018,8,"U",0,19/02/2018,8,"R",0,21/08/2017,8,"R",0,"Oui",01/04/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2018,"Sappel",15,"Altair",20/04/2018,"Oui",21/08/2018,15,19/02/2019,36,"R",21,21/08/2018,15,"R",15,20/04/2018,0,"R",0,20/04/2018,395,"R",7,19/02/2018,388,"R",22,23/08/2017,366,"R",19,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2010,"Sappel",15,"Altair",14/12/2010,"Oui",21/08/2018,273,19/02/2019,302,"R",29,21/08/2018,273,"R",30,16/02/2018,243,"R",1,09/11/2017,242,"U",0,17/08/2017,242,"R",0,02/08/2017,242,"U",1,"Oui",09/11/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2010,"Sappel",15,"Altair",13/12/2010,"Oui",21/08/2018,227,19/02/2019,245,"R",18,21/08/2018,227,"R",12,16/02/2018,215,"R",3,31/08/2017,212,"R",1,17/08/2017,211,"R",0,12/04/2017,211,"U",0,"Oui",12/04/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2015,"Sappel",15,"Altair",10/07/2015,"Oui",02/05/2018,288,06/11/2018,327,"R",39,02/05/2018,288,"R",52,03/11/2017,236,"R",49,09/05/2017,187,"R",53,03/11/2016,134,"R",54,19/04/2016,80,"R",55,"Oui",03/08/2010,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2017,"Sappel",15,"Altair",05/06/2018,"Oui",05/06/2018,0,06/11/2018,18,"R",18,05/06/2018,0,"R",0,05/06/2018,814,"R",2,02/05/2018,812,"R",25,03/11/2017,787,"R",20,09/05/2017,767,"R",23,"Oui",21/08/2015,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,65,2013,"Sappel",15,"Altair",25/07/2013,"Oui",24/04/2018,183,25/10/2018,191,"R",8,24/04/2018,183,"R",3,26/10/2017,180,"R",17,02/05/2017,163,"R",13,20/10/2016,150,"R",33,14/04/2016,117,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2014,"Sappel",15,"Altair",07/10/2014,"Oui",03/09/2018,561,04/03/2019,624,"R",63,03/09/2018,561,"R",74,05/03/2018,487,"R",71,04/09/2017,416,"R",70,08/03/2017,346,"R",67,05/09/2016,279,"R",64,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2011,"Sappel",15,"Altair",18/07/2011,"Oui",03/09/2018,345,28/02/2019,374,"R",29,03/09/2018,345,"R",27,27/02/2018,318,"R",26,30/08/2017,292,"R",31,06/03/2017,261,"R",30,02/09/2016,231,"R",27,"Oui",01/12/2014,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2010,"Sappel",15,"Altair",10/01/2011,"Oui",03/09/2018,203,28/02/2019,216,"R",13,03/09/2018,203,"R",18,27/02/2018,185,"R",13,30/08/2017,172,"R",24,08/03/2017,148,"R",16,07/09/2016,132,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2010,"Sappel",15,"Altair",10/01/2011,"Oui",03/09/2018,24,28/02/2019,26,"R",2,03/09/2018,24,"R",1,27/02/2018,23,"R",2,30/08/2017,21,"R",2,08/03/2017,19,"R",1,07/09/2016,18,"R",2,"Oui",19/11/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2004,"Socam",15,610,09/09/2004,,04/09/2018,866,04/03/2019,866,"R",0,04/09/2018,866,"R",1,05/03/2018,865,"R",23,04/09/2017,842,"R",29,07/03/2017,813,"R",8,07/09/2016,805,"R",32,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2013,"Sappel",15,"Altair",14/03/2014,"Oui",05/09/2018,244,01/03/2019,269,"R",25,05/09/2018,244,"R",20,27/02/2018,224,"R",30,31/08/2017,194,"R",20,06/03/2017,174,"R",29,06/09/2016,145,"R",20,"Oui",01/10/2010,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2016,"Sappel",15,"Altair",14/04/2016,"Oui",05/09/2018,73,28/02/2019,87,"R",14,05/09/2018,73,"R",13,05/03/2018,60,"R",20,04/09/2017,40,"R",12,06/03/2017,28,"R",18,06/09/2016,10,"R",10,"Oui",04/02/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2001,"Wateau",15,"Marly 2",04/07/2002,,14/09/2018,1952,12/03/2019,2025,"R",73,14/09/2018,1952,"R",88,13/03/2018,1864,"R",73,08/09/2017,1791,"R",87,15/03/2017,1704,"R",68,12/09/2016,1636,"R",55,"Oui",18/08/2011,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2011,"Sappel",15,"Altair",28/12/2011,"Oui",24/09/2018,492,15/03/2019,537,"R",45,24/09/2018,492,"R",29,19/03/2018,463,"R",10,22/01/2018,453,"R",18,20/09/2017,435,"R",26,28/03/2017,409,"R",34,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,70,2013,"Sappel",15,"Altair",14/04/2014,"Oui",26/04/2018,427,05/11/2018,471,"R",44,26/04/2018,427,"R",36,02/11/2017,391,"R",32,04/05/2017,359,"R",53,28/10/2016,306,"R",150,12/02/2016,156,"R",47,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2014,"Sappel",15,"Altair",11/08/2014,"Oui",17/09/2018,388,07/03/2019,409,"R",21,17/09/2018,388,"R",34,13/03/2018,354,"R",23,12/09/2017,331,"R",53,21/03/2017,278,"R",36,14/09/2016,242,"R",39,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2017,"Sappel",15,"Altair",13/12/2017,"Oui",20/04/2018,7,26/10/2018,48,"R",41,20/04/2018,7,"R",2,06/04/2018,5,"R",0,04/04/2018,5,"U",5,13/12/2017,0,"R",0,13/12/2017,1288,"R",14,"Oui",06/04/2018,
