perimetre;nature;date;heure;date_heure;consommation;prevision_j1;prevision_j;fioul;charbon;gaz;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques;taux_co2;ech_comm_angleterre;ech_comm_espagne;ech_comm_italie;ech_comm_suisse;ech_comm_allemagne_belgique;fioul_tac;fioul_cogen;fioul_autres;gaz_tac;gaz_cogen;gaz_ccg;gaz_autres;hydraulique_fil_eau_eclusee;hydraulique_lacs;hydraulique_step_turbinage;bioenergies_dechets;bioenergies_biomasse;bioenergies_biogaz
France;Données temps réel;2022-01-14;02:45;2022-01-14T02:45:00+01:00;70541;69700;70600;213;1190;8154;47857;1608;0;6031;-1846;902;6432;82;;;;;;2;31;180;0;2780;5374;1;5191;807;33;247;373;285
France;Données temps réel;2022-01-14;07:00;2022-01-14T07:00:00+01:00;80067;78700;80200;211;1784;8558;48301;1263;0;10006;-20;898;9066;85;2011;2400;452;-499;5140;1;31;179;0;2834;5724;1;5961;2738;1307;239;374;285
France;Données temps réel;2022-01-14;07:45;2022-01-14T07:45:00+01:00;84002;82450;84400;211;1791;8888;48441;1265;0;13557;-20;900;8969;82;;;;;;1;31;179;0;2887;6002;1;6502;4670;2385;234;371;285
France;Données temps réel;2022-01-14;08:15;2022-01-14T08:15:00+01:00;85928;83950;86000;277;1769;8840;48349;1152;224;15588;-20;896;8853;80;;;;;;68;31;178;0;2930;5911;1;6760;4660;4168;234;377;285
France;Données temps réel;2022-01-14;10:45;2022-01-14T10:45:00+01:00;84292;83100;84500;210;1694;9165;48402;1084;3287;13045;-21;876;6550;80;;;;;;1;31;178;335;2922;5907;1;7049;3908;2088;236;359;285
France;Données temps réel;2022-01-14;11:15;2022-01-14T11:15:00+01:00;83582;82700;83500;211;1701;9057;48362;1020;4014;11847;-30;886;6514;80;;;;;;1;31;179;335;2901;5820;1;6893;3496;1458;235;369;285
France;Données temps réel;2022-01-14;13:45;2022-01-14T13:45:00+01:00;77830;78450;77900;212;1708;8031;48268;719;5333;7497;-439;882;5619;79;;;;;;2;31;179;0;2844;5187;1;5929;1108;460;232;366;285
France;Données temps réel;2022-01-14;14:00;2022-01-14T14:00:00+01:00;77187;77800;77200;212;1699;7998;48278;701;5277;7487;-440;883;5092;79;-2014;2100;-945;-2658;7868;1;31;180;0;2841;5157;1;5927;1127;433;234;368;285
France;Données temps réel;2022-01-14;14:30;2022-01-14T14:30:00+01:00;75030;76200;76700;213;1713;7937;48299;692;4868;7657;-527;894;3284;80;-2014;2100;-945;-2658;7670;2;31;180;0;2783;5154;1;5912;1177;568;235;371;285
France;Données temps réel;2022-01-14;16:45;2022-01-14T16:45:00+01:00;72131;73500;71900;212;1736;8229;48312;693;898;9066;-666;899;2752;84;;;;;;2;31;179;0;2756;5473;1;6139;2145;782;240;368;285
France;Données temps réel;2022-01-14;18:00;2022-01-14T18:00:00+01:00;78719;79000;79100;213;1751;8777;48394;715;174;13876;-62;895;3986;82;-2014;2200;-489;548;4620;2;31;180;0;2832;5946;1;6701;4283;2892;242;367;285
France;Données temps réel;2022-01-14;18:15;2022-01-14T18:15:00+01:00;79740;79800;79900;212;1716;8778;48366;744;164;14272;-61;895;4654;81;;;;;;1;31;180;0;2856;5922;1;6817;4488;2967;244;366;285
France;Données temps réel;2022-01-14;18:30;2022-01-14T18:30:00+01:00;80670;80600;80700;213;1729;8825;48394;751;0;14766;-61;891;5162;81;-2014;2200;-489;548;4922;2;31;180;0;2873;5952;1;6868;4578;3320;243;365;285
France;Données temps réel;2022-01-14;19:30;2022-01-14T19:30:00+01:00;81277;80700;80900;210;1664;8772;48328;819;0;14303;-6;880;6307;80;-2014;2200;-58;782;5301;0;31;179;0;2882;5891;1;7021;4503;2779;238;365;285
France;Données temps réel;2022-01-14;20:30;2022-01-14T20:30:00+01:00;77659;77000;77200;212;1683;8620;48368;868;0;10734;-21;884;6311;83;-2014;2200;141;534;4808;1;31;180;0;2778;5843;1;6614;2910;1210;240;366;285
France;Données temps réel;2022-01-14;23:15;2022-01-14T23:15:00+01:00;75204;75650;75800;211;1492;8392;48399;976;0;8640;-196;899;6391;82;;;;;;1;31;179;0;2778;5615;1;5948;1401;1291;241;375;285
France;Données temps réel;2022-01-15;04:00;2022-01-15T04:00:00+01:00;66517;66400;66500;212;772;7039;48218;1476;0;5579;-3082;884;5419;72;225;-1044;-892;-2129;9079;1;31;180;0;2777;4262;1;4890;655;34;238;363;285
France;Données temps réel;2022-01-15;04:30;2022-01-15T04:30:00+01:00;65838;66200;66000;213;725;7021;48268;1515;0;5175;-3072;897;5096;71;225;-1044;-892;-2129;9079;2;31;180;0;2781;4240;1;4863;276;36;246;367;285
France;Données temps réel;2022-01-15;05:00;2022-01-15T05:00:00+01:00;66062;66100;66000;212;726;7015;48242;1509;0;5221;-3088;892;5333;71;1393;-995;-1338;-2338;9034;1;31;180;0;2778;4237;1;4883;303;35;243;366;285
France;Données temps réel;2022-01-15;07:15;2022-01-15T07:15:00+01:00;71008;71300;71150;211;1105;7294;48188;1765;0;6388;-716;887;5886;74;;;;;;1;31;179;0;2790;4504;1;5220;1135;33;237;367;285
France;Données temps réel;2022-01-15;09:00;2022-01-15T09:00:00+01:00;75915;76500;75900;213;1177;8719;48239;1368;479;8539;-21;889;6313;79;-800;2300;-1028;-1517;7224;2;31;180;0;2776;5943;1;5751;2522;266;238;364;285
France;Données temps réel;2022-01-15;09:15;2022-01-15T09:15:00+01:00;76615;77250;76700;213;1168;8721;48240;1329;811;8831;-20;889;6433;78;;;;;;2;31;180;0;2772;5950;1;5932;2631;268;240;365;285
France;Données temps réel;2022-01-15;10:15;2022-01-15T10:15:00+01:00;77829;78750;77500;211;1164;8453;47997;1190;2718;10308;-21;881;4928;74;;;;;;0;31;180;0;2712;5741;1;6305;3399;604;238;364;285
France;Données temps réel;2022-01-15;10:30;2022-01-15T10:30:00+01:00;77446;78700;77400;211;1157;8233;48034;1126;3162;9984;-20;881;4678;72;-1895;2000;-351;-1776;6836;1;31;179;0;2710;5524;1;6284;3131;569;240;361;285
France;Données temps réel;2022-01-15;11:15;2022-01-15T11:15:00+01:00;77224;78100;77000;212;1143;8465;48319;992;4315;8677;-21;894;4228;74;;;;;;1;31;180;0;2695;5771;1;5989;2617;71;241;364;285
France;Données temps réel;2022-01-15;13:30;2022-01-15T13:30:00+01:00;74386;75200;74200;212;1071;8220;48596;774;5226;8197;-1067;893;2264;72;-2014;0;119;-1679;6187;1;31;180;0;2707;5513;1;5657;2282;258;243;367;285
France;Données temps réel;2022-01-15;14:00;2022-01-15T14:00:00+01:00;72128;73400;72200;212;1043;8074;48540;802;4959;7277;-1429;884;1766;72;-2014;0;256;-1475;4702;1;31;180;0;2703;5371;1;5270;1774;233;242;364;285
France;Données temps réel;2022-01-15;15:30;2022-01-15T15:30:00+01:00;68195;69300;68600;213;1070;8185;48476;767;3169;6650;-492;889;-732;75;-2014;1551;56;-1902;1521;2;31;180;0;2694;5492;1;4947;1630;73;236;366;285
France;Données temps réel;2022-01-15;16:00;2022-01-15T16:00:00+01:00;67667;68400;67500;212;1070;7875;48388;775;2253;7239;-435;894;-604;74;-1828;2411;995;-1910;499;1;31;180;0;2684;5192;1;4972;2190;77;244;370;285
France;Données temps réel;2022-01-15;16:15;2022-01-15T16:15:00+01:00;67409;68300;67450;213;1071;7897;48348;768;1756;7307;-352;898;-497;74;;;;;;2;31;180;0;2700;5197;1;5105;2147;55;243;369;285
France;Données temps réel;2022-01-15;18:00;2022-01-15T18:00:00+01:00;74127;74600;74200;213;1121;8250;48471;892;206;12982;-72;893;1171;72;-2014;2044;-4;-476;3620;2;31;180;0;2723;5528;1;6302;4545;2135;241;365;285
France;Données temps réel;2022-01-15;18:15;2022-01-15T18:15:00+01:00;75359;75500;75200;212;1077;8145;48466;910;195;12902;-72;890;2634;71;;;;;;2;31;179;0;2736;5410;1;6518;4242;2142;242;364;285
France;Données temps réel;2022-01-15;19:45;2022-01-15T19:45:00+01:00;76837;77000;76850;212;1162;8353;48524;1047;0;11985;-73;884;4743;74;;;;;;1;31;180;0;2736;5618;1;6583;3721;1681;241;362;285
France;Données temps réel;2022-01-16;00:15;2022-01-16T00:15:00+01:00;72928;72550;72350;212;876;8297;48682;1431;0;8787;-29;879;3793;72;;;;;;1;31;180;0;2725;5572;1;5658;2519;610;218;368;285
France;Données temps réel;2022-01-16;01:15;2022-01-16T01:15:00+01:00;70311;69800;70350;212;704;8250;48578;1510;0;6959;-407;884;3621;72;;;;;;2;31;179;0;2772;5479;1;5173;1591;195;233;362;285
France;Données temps réel;2022-01-16;02:30;2022-01-16T02:30:00+01:00;68573;68200;68700;211;573;7792;48312;1730;0;5485;-956;887;4539;70;-1411;-1161;-480;-2230;9687;0;31;180;0;2745;5047;1;4579;906;0;242;368;285
France;Données temps réel;2022-01-16;03:30;2022-01-16T03:30:00+01:00;65802;65100;66000;211;561;7775;48322;1931;0;4951;-2090;892;3249;72;-1082;-1316;-1175;-2857;10216;1;31;179;0;2744;5032;1;4278;614;59;241;368;285
France;Données temps réel;2022-01-16;04:30;2022-01-16T04:30:00+01:00;64238;63600;64200;212;393;7800;48393;2017;0;4175;-2985;884;3349;71;-53;-1417;-1211;-3200;9808;1;31;180;0;2748;5052;1;4209;0;0;244;359;285
France;Données temps réel;2022-01-16;07:30;2022-01-16T07:30:00+01:00;66870;66600;67000;212;409;8315;48658;2481;0;4944;-3082;891;4042;73;522;-368;-1255;-2605;7893;2;31;179;0;2747;5569;1;4423;521;0;239;367;285
France;Données temps réel;2022-01-16;09:30;2022-01-16T09:30:00+01:00;71551;71300;71600;212;72;7925;48477;2876;1078;5744;-1737;887;6017;62;-1166;2428;-599;-1531;7300;1;31;180;0;2747;5178;1;4858;884;2;237;368;285
France;Données temps réel;2022-01-16;09:45;2022-01-16T09:45:00+01:00;72415;71950;72100;212;71;7977;48501;2817;1451;5938;-1476;892;6032;62;;;;;;1;31;180;0;2749;5228;1;4877;1059;2;238;372;285
France;Données temps réel;2022-01-16;13:00;2022-01-16T13:00:00+01:00;74826;76000;75800;213;73;7871;48510;3039;4326;5905;-316;892;4313;58;-2014;307;1160;-2825;6719;2;31;180;0;2702;5169;1;4705;938;262;238;369;285
France;Données temps réel;2022-01-16;14:00;2022-01-16T14:00:00+01:00;70248;70100;69600;212;73;7904;48400;2975;4112;5454;-2033;888;2263;60;-2013;-726;-21;-2743;6999;1;31;180;0;2693;5211;1;4323;850;281;242;364;285
France;Données temps réel;2022-01-16;15:00;2022-01-16T15:00:00+01:00;67055;67100;66300;213;75;8014;48420;2843;3310;4638;-2485;891;1136;63;-1944;425;-1903;-2597;7082;2;31;180;0;2679;5336;1;4106;419;113;236;365;285
France;Données temps réel;2022-01-16;16:00;2022-01-16T16:00:00+01:00;65982;65500;65000;213;74;8264;48321;2685;1858;5098;-2754;893;1330;65;-1964;1054;-2621;-2528;6875;2;31;180;0;2707;5558;1;4165;789;144;240;369;285
France;Données temps réel;2022-01-16;17:15;2022-01-16T17:15:00+01:00;67757;67350;67000;213;63;8008;48528;2564;352;7187;-249;892;199;61;;;;;;2;31;180;0;2726;5282;1;5022;2001;164;239;366;285
France;Données temps réel;2022-01-16;17:45;2022-01-16T17:45:00+01:00;70731;70150;69850;213;71;8354;48579;2539;223;9355;-29;890;536;61;;;;;;2;31;180;0;2790;5565;1;5305;3165;885;238;364;285
France;Données temps réel;2022-01-16;20:30;2022-01-16T20:30:00+01:00;73491;73200;73300;212;67;8459;48592;2306;0;11278;-71;886;1762;60;-1208;-2905;-96;-442;6646;1;31;180;0;2867;5592;1;6297;3174;1807;237;366;285
France;Données temps réel;2022-01-16;21:15;2022-01-16T21:15:00+01:00;71828;71100;71350;211;66;8375;48597;2104;0;9668;-29;884;1952;61;;;;;;0;31;180;0;2844;5531;1;6004;2074;1590;237;368;285
France;Données temps réel;2022-01-16;21:30;2022-01-16T21:30:00+01:00;70569;70300;70600;212;66;8418;48604;2032;0;8882;-29;892;1492;62;-771;-3531;-133;-601;6821;1;31;180;0;2923;5496;1;5951;1802;1129;240;369;285
France;Données temps réel;2022-01-17;00:00;2022-01-17T00:00:00+01:00;70224;70700;70400;212;54;7987;48675;1848;0;6610;-28;884;3982;61;1857;-1441;1160;-1586;2622;1;31;180;0;2847;5140;1;5101;719;790;239;367;285
France;Données temps réel;2022-01-17;01:15;2022-01-17T01:15:00+01:00;67742;67850;67700;212;53;8083;48641;1681;0;6270;-606;891;2517;63;;;;;;1;31;180;0;2808;5275;1;4581;1562;127;239;370;285
France;Données temps réel;2022-01-17;02:00;2022-01-17T02:00:00+01:00;67139;67700;68000;212;53;7918;48652;1649;0;5942;-357;892;2178;62;1993;-1797;1160;-1306;2398;1;31;180;0;2812;5107;1;4545;1371;26;244;365;285
France;Données temps réel;2022-01-17;02:45;2022-01-17T02:45:00+01:00;65807;66000;66200;212;51;7882;48666;1674;0;5379;-775;894;1824;63;;;;;;1;31;180;0;2836;5047;1;4314;1038;27;242;368;285
France;Données temps réel;2022-01-17;03:15;2022-01-17T03:15:00+01:00;64800;64950;64950;211;46;7348;48590;1652;0;5109;-815;886;1773;60;;;;;;0;31;180;0;2836;4513;1;4162;829;118;240;363;285
France;Données temps réel;2022-01-17;03:30;2022-01-17T03:30:00+01:00;64282;64500;64500;211;50;7088;48566;1654;0;5047;-821;882;1605;59;1825;-1534;1160;-2007;2406;0;31;180;0;2843;4246;1;4134;804;109;243;359;285
France;Données temps réel;2022-01-17;04:15;2022-01-17T04:15:00+01:00;63779;63800;63500;213;111;7055;48619;1659;0;4588;-1213;884;1863;60;;;;;;2;31;180;0;2848;4207;1;3977;575;36;237;358;285
France;Données temps réel;2022-01-17;07:30;2022-01-17T07:30:00+01:00;77668;77900;77700;213;860;8042;48619;1736;0;10264;-57;890;7101;69;2014;1800;995;405;2156;2;31;180;0;3011;5031;1;5816;3830;618;238;364;285
France;Données temps réel;2022-01-17;09:00;2022-01-17T09:00:00+01:00;81159;81200;81200;212;1112;8028;48626;1684;441;13416;-7;891;6756;69;39;1702;995;984;1915;2;31;179;0;3025;5003;1;6579;4775;2062;236;365;285
France;Données temps réel;2022-01-17;10:00;2022-01-17T10:00:00+01:00;81238;81300;81200;212;1215;8213;48718;1640;1545;13777;-7;877;5048;70;716;1945;977;-223;1979;2;31;179;0;3027;5187;1;6867;4425;2485;229;362;285
France;Données temps réel;2022-01-17;10:15;2022-01-17T10:15:00+01:00;81268;81150;81150;212;1214;8230;48695;1643;1912;13244;-6;869;5255;70;;;;;;1;31;180;0;3017;5213;1;6807;4123;2314;225;363;285
France;Données temps réel;2022-01-17;11:45;2022-01-17T11:45:00+01:00;80521;80900;81100;210;1213;8226;48665;1484;3227;11323;-6;874;5305;71;;;;;;0;31;179;0;3007;5219;1;6643;3718;962;233;362;285
France;Données temps réel;2022-01-17;12:15;2022-01-17T12:15:00+01:00;80776;80700;80950;211;1224;7916;48706;1579;3603;11025;-6;880;5638;69;;;;;;1;31;179;0;2981;4936;1;6591;3788;646;232;362;285
France;Données temps réel;2022-01-17;16:45;2022-01-17T16:45:00+01:00;73000;72800;73700;211;1231;8294;48619;1628;604;8925;-20;906;2602;77;;;;;;0;31;180;0;2905;5389;1;5822;2352;751;238;368;285
France;Données temps réel;2022-01-17;17:15;2022-01-17T17:15:00+01:00;73846;73750;74600;212;1226;8197;48533;1672;248;8460;-20;892;4426;77;;;;;;1;31;180;0;2918;5280;1;6026;2021;413;242;367;285
France;Données temps réel;2022-01-17;18:30;2022-01-17T18:30:00+01:00;80006;80300;81000;213;1230;8544;48551;1732;0;14207;-20;896;4653;73;-2014;1800;-332;594;5232;2;31;180;0;3003;5541;1;6863;4892;2452;243;368;285
France;Données temps réel;2022-01-17;20:30;2022-01-17T20:30:00+01:00;76094;76300;77000;212;1222;8458;48587;1874;0;11379;-78;888;3552;75;-2014;470;738;-20;4848;1;31;180;0;2933;5525;1;6360;3987;1032;240;366;285
France;Données temps réel;2022-01-17;20:45;2022-01-17T20:45:00+01:00;75031;75400;76100;213;1144;8466;48567;1822;0;10269;-77;889;3738;75;;;;;;2;31;180;0;2942;5524;1;6193;3518;558;241;364;285
France;Données temps réel;2022-01-17;22:30;2022-01-17T22:30:00+01:00;70891;72200;72800;211;1079;8074;48467;1880;0;6213;-194;885;4276;77;-1185;824;584;-539;5214;0;31;180;0;2943;5131;1;4851;1072;290;237;368;285
France;Données temps réel;2022-01-18;00:30;2022-01-18T00:30:00+01:00;69164;70900;69300;212;1126;7876;48383;2452;0;5652;-702;892;3273;77;812;-1240;-1508;-2092;7903;1;31;180;0;2999;4877;1;4580;898;174;241;367;285
France;Données temps réel;2022-01-18;00:45;2022-01-18T00:45:00+01:00;67915;69900;68400;211;1109;7771;48307;2507;0;4982;-1123;889;3262;78;;;;;;0;31;180;0;3003;4769;1;4528;286;168;240;368;285
France;Données temps réel;2022-01-18;01:15;2022-01-18T01:15:00+01:00;68521;69550;68050;213;1146;8050;48503;2384;0;5259;-1293;902;3357;80;;;;;;2;31;180;0;2999;5051;1;4523;703;33;245;367;285
France;Données temps réel;2022-01-18;02:15;2022-01-18T02:15:00+01:00;68128;69400;68000;213;1394;8323;48586;2384;0;5229;-2775;899;3875;86;;;;;;2;31;180;0;3004;5319;1;4353;832;44;243;367;285
France;Données temps réel;2022-01-18;02:45;2022-01-18T02:45:00+01:00;66715;68100;66650;212;1394;8211;47929;2387;0;4752;-3299;890;4239;88;;;;;;1;31;180;0;3006;5205;1;4212;500;40;241;369;285
France;Données temps réel;2022-01-18;03:30;2022-01-18T03:30:00+01:00;65043;66600;65200;211;1350;7689;48025;2304;0;4587;-3515;893;3499;85;1113;-706;-2043;-2515;7377;0;31;180;0;3007;4683;1;4080;474;33;241;373;285
France;Données temps réel;2022-01-18;05:00;2022-01-18T05:00:00+01:00;64940;67000;65100;213;1413;7599;48253;2491;0;4600;-3108;902;2577;84;1695;-1798;-956;-2545;7303;2;31;180;0;2928;4672;1;4084;477;39;248;373;285
France;Données temps réel;2022-01-18;05:30;2022-01-18T05:30:00+01:00;66837;68800;67000;213;1588;8067;48417;2544;0;4885;-2924;904;3143;88;1695;-1798;-956;-2545;7299;2;31;180;0;2960;5107;1;4232;583;70;245;372;285
France;Données temps réel;2022-01-18;06:00;2022-01-18T06:00:00+01:00;69084;70800;69400;211;1672;8134;48368;2489;0;4991;-2673;882;5010;89;1617;1733;-348;-1320;4007;0;31;180;0;2980;5154;1;4245;663;83;239;368;285
France;Données temps réel;2022-01-18;08:15;2022-01-18T08:15:00+01:00;80901;82950;81250;213;1667;8557;48595;3075;215;13267;-66;894;4484;78;;;;;;2;31;180;0;3071;5486;1;6323;4152;2792;240;371;285
France;Données temps réel;2022-01-18;10:00;2022-01-18T10:00:00+01:00;81632;82800;81600;211;1822;8294;48595;3205;1579;12889;-6;898;4145;77;-637;2100;-1490;378;2618;1;31;179;0;3065;5229;1;6526;3925;2438;239;371;285
France;Données temps réel;2022-01-18;10:30;2022-01-18T10:30:00+01:00;81415;82400;81200;211;1809;8251;48568;3040;2268;12623;-6;883;3768;76;-637;2100;-1490;378;2743;1;31;179;0;3053;5198;1;6369;3861;2393;232;369;285
France;Données temps réel;2022-01-18;11:00;2022-01-18T11:00:00+01:00;81136;82000;80800;211;1823;8208;48560;2937;2861;11943;-6;872;3727;76;-668;2007;-524;501;3904;1;31;179;0;3054;5154;1;6386;3531;2026;223;368;285
France;Données temps réel;2022-01-18;11:45;2022-01-18T11:45:00+01:00;80497;82200;80650;212;1823;8148;48550;2735;3402;9790;-7;888;4956;78;;;;;;1;31;180;0;3001;5147;1;5999;3125;666;231;374;285
France;Données temps réel;2022-01-18;14:45;2022-01-18T14:45:00+01:00;74033;76450;74950;213;1739;8095;48530;3105;3022;7471;-20;893;985;79;;;;;;2;31;180;0;2983;5113;1;4972;1911;588;239;370;285
France;Données temps réel;2022-01-18;15:00;2022-01-18T15:00:00+01:00;73497;75400;73900;212;1731;7932;48580;3139;2830;7207;-20;887;999;79;401;2350;-1690;-1323;2213;1;31;180;0;2958;4975;1;4985;1733;489;236;369;285
France;Données temps réel;2022-01-18;16:45;2022-01-18T16:45:00+01:00;72723;74000;72500;213;1636;7751;48547;2671;618;9630;-7;888;776;77;;;;;;2;31;180;0;2936;4815;1;5391;3375;864;230;372;285
France;Données temps réel;2022-01-18;19:45;2022-01-18T19:45:00+01:00;79616;81100;79600;211;1378;8433;48403;2713;0;12750;-6;889;4845;74;;;;;;0;31;180;0;2993;5441;1;6574;3703;2473;237;374;285
France;Données temps réel;2022-01-18;20:00;2022-01-18T20:00:00+01:00;78709;80100;78600;213;1335;8370;48390;2741;0;12312;-26;890;4484;74;149;-355;99;1087;2969;2;31;180;0;2993;5377;1;6545;3541;2226;240;366;285
France;Données temps réel;2022-01-18;21:15;2022-01-18T21:15:00+01:00;73429;74800;73400;213;1647;8455;48560;2463;0;8267;-78;890;3012;83;;;;;;2;31;180;0;2957;5498;1;5438;1874;955;241;367;285
France;Données temps réel;2022-01-18;21:30;2022-01-18T21:30:00+01:00;72497;74000;72600;211;1608;8357;48496;2441;0;7282;-77;882;3297;83;762;-1111;281;-613;3859;0;31;180;0;2955;5402;1;5290;1345;647;240;366;285
France;Données temps réel;2022-01-18;22:00;2022-01-18T22:00:00+01:00;70861;72400;71000;211;1521;8221;48293;2292;0;6338;-201;884;3302;83;709;-1073;337;-642;4971;0;31;180;0;2982;5239;1;5066;935;337;238;364;285
France;Données temps réel;2022-01-19;00:00;2022-01-19T00:00:00+01:00;70862;71000;71000;211;1531;8156;48265;2333;0;5379;-663;887;4763;85;1120;-1780;622;-2632;6863;0;31;180;0;2992;5165;1;4631;399;349;241;370;285
France;Données temps réel;2022-01-19;01:00;2022-01-19T01:00:00+01:00;67544;67600;67700;213;1598;7991;48041;2146;0;4684;-1596;886;3581;87;1359;-1955;504;-2842;6327;2;31;180;0;2944;5047;1;4433;210;41;226;371;285
France;Données temps réel;2022-01-19;02:15;2022-01-19T02:15:00+01:00;68296;68150;67900;213;1695;8427;48436;1913;0;5443;-1588;879;2878;90;;;;;;2;31;180;0;2939;5488;1;4298;376;769;227;369;285
France;Données temps réel;2022-01-19;03:00;2022-01-19T03:00:00+01:00;65635;66000;65800;213;1445;8089;48221;1865;0;4087;-2008;882;2841;87;1324;-1825;229;-3081;7117;2;31;180;0;2940;5149;1;4120;0;0;225;372;285
France;Données temps réel;2022-01-19;03:45;2022-01-19T03:45:00+01:00;64633;64950;64500;212;1388;7852;47924;1849;0;4144;-3272;879;3657;87;;;;;;1;31;180;0;2934;4919;1;4030;114;0;227;370;285
France;Données temps réel;2022-01-19;04:15;2022-01-19T04:15:00+01:00;64131;64550;64000;213;1310;7904;48188;1703;0;3983;-3404;878;3356;87;;;;;;2;31;180;0;2936;4969;1;3899;84;0;226;370;285
France;Données temps réel;2022-01-19;04:45;2022-01-19T04:45:00+01:00;64096;64950;64400;213;1307;7869;48181;1659;0;3994;-3402;876;3399;87;;;;;;2;31;180;0;2931;4939;1;3897;97;0;225;369;285
France;Données temps réel;2022-01-19;06:45;2022-01-19T06:45:00+01:00;72880;73900;73200;212;1568;8272;48310;1873;0;6280;-695;881;6179;85;;;;;;1;31;180;0;2933;5340;1;4678;1525;77;221;370;285
France;Données temps réel;2022-01-19;08:45;2022-01-19T08:45:00+01:00;80149;81550;80100;211;1813;8461;48510;2444;281;11232;-70;858;6409;81;;;;;;1;31;179;0;3002;5460;1;6048;3390;1794;219;360;285
France;Données temps réel;2022-01-19;09:00;2022-01-19T09:00:00+01:00;80371;81700;80400;212;1752;8287;48518;2477;359;10862;-75;863;7116;80;2014;2200;-1510;-516;5384;1;31;180;0;3004;5283;1;6051;3159;1652;219;362;285
France;Données temps réel;2022-01-19;09:15;2022-01-19T09:15:00+01:00;80649;82000;80550;212;1759;8233;48507;2493;495;10677;-78;857;7494;80;;;;;;2;31;179;0;2990;5243;1;6035;3061;1581;218;352;285
France;Données temps réel;2022-01-19;10:15;2022-01-19T10:15:00+01:00;80892;81750;80800;212;1766;8120;48568;2549;1198;9828;-20;853;7818;80;;;;;;2;31;179;0;2993;5127;1;5907;2435;1486;224;341;285
